left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,gaze_direction,status_L,status_R
452.40441370223976,1660.9606389986825,979.6973916406798,1644.4403268305655,Looking center,Fixation,Fixation
465.40569571865444,1713.8020642201834,977.698335210915,1682.204781574665,Blinking,Saccade,Saccade
465.40569571865444,1713.8020642201834,977.698335210915,1682.204781574665,Blinking,Fixation,Fixation
491.43893002468144,1676.7372756987527,1006.4471174852854,1665.929164417714,Looking center,Saccade,Saccade
486.1504829689883,1694.7465853245212,986.3438877983557,1683.1515746351456,Blinking,Fixation,Fixation
491.43893002468144,1676.7372756987527,1006.4471174852854,1665.929164417714,Looking center,Fixation,Fixation
486.1504829689883,1694.7465853245212,986.3438877983557,1683.1515746351456,Blinking,Fixation,Fixation
493.15871336366524,1708.1213980883856,1000.7212912835496,1701.0257511958982,Blinking,Fixation,Fixation
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
493.15871336366524,1708.1213980883856,1000.7212912835496,1701.0257511958982,Blinking,Unknown,Unknown
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
529.3752170369582,1669.5495552957018,1042.3558545092178,1678.823567513702,Looking center,Unknown,Unknown
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
529.3752170369582,1669.5495552957018,1042.3558545092178,1678.823567513702,Looking center,Unknown,Unknown
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
494.02929645426735,1731.9505837749343,1019.4105322763307,1750.0877689694223,Blinking,Unknown,Unknown
494.02929645426735,1731.9505837749343,1019.4105322763307,1750.0877689694223,Blinking,Fixation,Fixation
499.2743944981561,1737.0387056048373,1024.6674105425163,1750.0555341798126,Blinking,Fixation,Fixation
499.2743944981561,1737.0387056048373,1024.6674105425163,1750.0555341798126,Blinking,Fixation,Fixation
488.4927311025933,1742.9134983942815,1014.883948367502,1759.5410174639333,Blinking,Fixation,Fixation
515.1634776083769,1745.6690883045123,1038.278666442162,1755.6952910142,Blinking,Fixation,Fixation
488.4927311025933,1742.9134983942815,1014.883948367502,1759.5410174639333,Blinking,Fixation,Fixation
515.1634776083769,1745.6690883045123,1038.278666442162,1755.6952910142,Blinking,Fixation,Fixation
519.7855737336257,1749.780823073031,1022.7131498470948,1764.60122324159,Looking center,Saccade,Fixation
497.1245848667086,1723.1897196541304,1010.7439882571342,1738.9759746146872,Looking center,Fixation,Saccade
519.7855737336257,1749.780823073031,1022.7131498470948,1764.60122324159,Looking center,Fixation,Fixation
497.1245848667086,1723.1897196541304,1010.7439882571342,1738.9759746146872,Looking center,Saccade,Fixation
489.5927885039231,1719.5361897205325,1019.1156985444157,1740.561896340634,Looking center,Fixation,Fixation
474.52574868322046,1716.3912716328066,989.7233168505135,1724.3542031190566,Looking center,Fixation,Saccade
474.52574868322046,1716.3912716328066,989.7233168505135,1724.3542031190566,Looking center,Fixation,Fixation
510.8169826306157,1698.7653924513968,1012.5754345998427,1721.926667209069,Looking center,Fixation,Fixation
489.5927885039231,1719.5361897205325,1019.1156985444157,1740.561896340634,Looking center,Fixation,Saccade
487.88417257820674,1699.6930650850875,993.6840432098766,1716.8558333333333,Blinking,Fixation,Fixation
497.5600628286553,1711.4104008741378,1004.5421367521368,1727.905299145299,Blinking,Fixation,Fixation
505.90328703703705,1753.3981944444445,1023.3156186968342,1774.2647841211376,Blinking,Unknown,Unknown
484.23475733156715,1733.599771865916,1001.3428865489668,1748.395851476526,Blinking,Fixation,Saccade
484.23475733156715,1733.599771865916,1001.3428865489668,1748.395851476526,Blinking,Fixation,Fixation
519.0863770058453,1728.9354778658922,1055.0857879971948,1756.1541178238654,Blinking,Saccade,Saccade
519.0863770058453,1728.9354778658922,1055.0857879971948,1756.1541178238654,Blinking,Fixation,Fixation
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
365.0072231139647,1512.3728969740205,806.3302586011587,1480.5190795222836,Blinking,Unknown,Unknown
365.0072231139647,1512.3728969740205,806.3302586011587,1480.5190795222836,Blinking,Fixation,Fixation
434.2012720848056,1566.485371024735,878.1794761700301,1547.5149563475024,Blinking,Saccade,Saccade
434.2012720848056,1566.485371024735,878.1794761700301,1547.5149563475024,Blinking,Fixation,Fixation
544.0364532728778,1516.0930584044047,948.5643385485905,1511.392575928009,Looking center,Unknown,Unknown
544.0364532728778,1516.0930584044047,948.5643385485905,1511.392575928009,Looking center,Fixation,Fixation
582.9555849783342,1479.1107366393837,983.8993471582181,1482.2166666666667,Blinking,Saccade,Saccade
582.9555849783342,1479.1107366393837,983.8993471582181,1482.2166666666667,Blinking,Fixation,Fixation
554.7769961308477,1484.3125806073397,952.451753853623,1484.6459521786624,Looking center,Fixation,Saccade
554.7769961308477,1484.3125806073397,952.451753853623,1484.6459521786624,Looking center,Fixation,Fixation
538.5191425320265,1496.910655948317,958.351966873706,1496.7018633540372,Looking center,Fixation,Fixation
538.5191425320265,1496.910655948317,958.351966873706,1496.7018633540372,Looking center,Fixation,Fixation
601.670738456673,1517.745651486401,1015.5814868105515,1529.2007354116706,Looking center,Saccade,Saccade
601.670738456673,1517.745651486401,1015.5814868105515,1529.2007354116706,Looking center,Fixation,Fixation
688.7880246222719,1532.78436858795,1107.0900792628838,1569.2369588233612,Looking center,Saccade,Saccade
688.7880246222719,1532.78436858795,1107.0900792628838,1569.2369588233612,Looking center,Fixation,Fixation
543.9348328085171,1493.2457639826061,969.733217664312,1478.6524145908209,Looking center,Unknown,Unknown
543.9348328085171,1493.2457639826061,969.733217664312,1478.6524145908209,Looking center,Fixation,Fixation
338.9158319674619,1548.1097857099496,807.3563777117653,1529.7496324301617,Looking center,Saccade,Saccade
338.9158319674619,1548.1097857099496,807.3563777117653,1529.7496324301617,Looking center,Fixation,Fixation
-1,-1,-1,-1,Unknown,Saccade,Saccade
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
-1,-1,-1,-1,Unknown,Unknown,Unknown
430.25985427091564,1368.6224797354637,915.4030813328557,1329.6822823360803,Blinking,Unknown,Unknown
430.25985427091564,1368.6224797354637,915.4030813328557,1329.6822823360803,Blinking,Fixation,Fixation
290.61604563300983,1282.029212040398,806.2531056797827,1248.0841278095568,Blinking,Saccade,Saccade
290.61604563300983,1282.029212040398,806.2531056797827,1248.0841278095568,Blinking,Fixation,Fixation
351.4192160164655,1398.4171266410951,825.4123434997222,1362.052629858455,Blinking,Saccade,Saccade
351.4192160164655,1398.4171266410951,825.4123434997222,1362.052629858455,Blinking,Fixation,Fixation
342.5410090055195,1445.0906361963785,807.4957144407074,1417.5853676178076,Blinking,Saccade,Saccade
342.5410090055195,1445.0906361963785,807.4957144407074,1417.5853676178076,Blinking,Fixation,Fixation
296.99861833169405,1485.134326261065,780.3686803128641,1441.9627225827924,Looking center,Saccade,Saccade
296.99861833169405,1485.134326261065,780.3686803128641,1441.9627225827924,Looking center,Fixation,Fixation
324.10526464921224,1496.2235917488383,806.6275104753648,1445.2385854645283,Blinking,Fixation,Fixation
324.10526464921224,1496.2235917488383,806.6275104753648,1445.2385854645283,Blinking,Fixation,Fixation
318.06558320902354,1527.8987987752218,784.8131478921907,1482.984133840129,Looking center,Unknown,Unknown
318.06558320902354,1527.8987987752218,784.8131478921907,1482.984133840129,Looking center,Fixation,Fixation
335.6065640831996,1531.1919821265615,802.203905630452,1493.527788791964,Blinking,Fixation,Fixation
335.6065640831996,1531.1919821265615,802.203905630452,1493.527788791964,Blinking,Fixation,Fixation
317.77504834421075,1435.0333575054387,794.7114850798057,1384.6003932454314,Blinking,Saccade,Saccade
317.77504834421075,1435.0333575054387,794.7114850798057,1384.6003932454314,Blinking,Fixation,Fixation
361.96446466244726,1499.807786128692,823.9190379764823,1453.0861487086574,Blinking,Saccade,Saccade
361.96446466244726,1499.807786128692,823.9190379764823,1453.0861487086574,Blinking,Fixation,Fixation
389.62058874587706,1380.6943183790888,892.5540367910066,1330.2628598194515,Blinking,Unknown,Unknown
389.62058874587706,1380.6943183790888,892.5540367910066,1330.2628598194515,Blinking,Fixation,Fixation
375.7823752070026,1464.9560444759877,898.1688554645116,1410.9521457701949,Blinking,Saccade,Saccade
375.7823752070026,1464.9560444759877,898.1688554645116,1410.9521457701949,Blinking,Fixation,Fixation
437.9754815213767,1480.4871380575005,909.3533661740559,1434.9581937602627,Blinking,Saccade,Fixation
437.9754815213767,1480.4871380575005,909.3533661740559,1434.9581937602627,Blinking,Fixation,Fixation
430.8705247156262,1552.2363841274835,898.2368310817886,1506.0127762069326,Blinking,Saccade,Saccade
